ticker,q,fecha_earnings,retorno_pct,retorno_5d,direccion,target,eps_surprise_pct,eps_surprise_trend,eps_surprise_zscore,momentum_5d,momentum_20d,volatility_20d,momentum_agreement,score_positivo,score_negativo,score_neutral,polaridad,kw_positivos,kw_negativos,kw_ratio,kw_cat_enc,uncertainty_score,forward_guidance_score,text_length_log,question_density,negative_words_score,tiene_transcripcion
JPM,2022-Q1,2022-01-14,-10.08,-8.1956,BAJA,0,9.901,18.7881,-0.33997943744287024,1.6373,7.1536,1.3768,1,0.0539,0.053,0.8931,0.0009,0.0,1.0,-0.5,-1,1.0944,0.1368,6.5958,0.0755,0.1368,1
JPM,2022-Q2,2022-04-13,-4.12,2.5609,BAJA,0,-2.952,14.11715,-1.1349549100854164,-1.3499,0.0265,1.2711,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0
JPM,2022-Q3,2022-07-14,0.93,6.7778,SUBE,1,-4.8276,3.4745,-1.2509633125197397,0.0179,-2.6641,1.4684,0,0.0719,0.0805,0.8476,-0.0086,0.0,0.0,0.0,0,2.0804,0.8322,6.582,0.1569,0.0,1
JPM,2022-Q4,2022-10-14,5.93,9.9289,SUBE,1,9.4737,-3.8898,-0.3664085216613531,1.1374,-6.3812,2.5272,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0
JPM,2023-Q1,2023-01-13,0.94,-4.0137,SUBE,0,15.1613,2.3230499999999994,-0.014622751942085553,3.0587,4.8034,0.9509,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0
JPM,2023-Q2,2023-04-14,8.4,1.3047,SUBE,0,21.6617,12.317499999999999,0.38743579955294327,1.0814,1.3584,1.5611,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0
JPM,2023-Q3,2023-07-14,3.03,3.4586,SUBE,1,26.3298,18.4115,0.6761641123081498,3.9522,5.5431,1.1564,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0
JPM,2023-Q4,2023-10-13,1.4,-3.4122,SUBE,0,9.068,23.99575,-0.391501616600362,2.0364,-1.584,0.8352,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0
JPM,2024-Q1,2024-01-12,-1.36,0.6271,BAJA,0,-15.5556,17.6989,-1.9145046546584805,-0.6476,6.7469,0.7335,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0
JPM,2024-Q2,2024-04-12,-6.42,1.6467,BAJA,0,7.5061,-3.2438000000000002,-0.4881072488045472,-0.1125,2.7119,0.9385,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0
JPM,2024-Q3,2024-07-12,1.25,2.3617,SUBE,0,35.0993,-4.02475,1.2185695746390304,-0.0434,7.3264,0.8995,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0
JPM,2024-Q4,2024-10-11,4.06,1.3856,SUBE,0,9.5238,21.3027,-0.36330976874923987,4.3436,3.6516,1.1607,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0
MA,2020-Q4,2020-10-28,-7.55,5.4293,BAJA,1,-3.6145,0.0,-1.4844303717845597,-4.4043,-5.5768,1.4858,1,0.0813,0.0147,0.904,0.0666,0.0,1.0,-0.5,-1,0.7236,0.0,6.5396,0.1321,0.2894,1
MA,2021-Q1,2021-01-28,0.25,5.1036,SUBE,1,7.8947,-3.6145,0.23452597694490937,-5.7986,-8.2968,1.9952,1,0.1996,0.0233,0.7771,0.1763,2.0,2.0,0.0,0,1.0145,0.0,6.5381,0.0189,0.5797,1
MA,2021-Q2,2021-04-29,-3.43,-3.4632,BAJA,0,11.5385,2.1401000000000003,0.7787456571572995,3.2759,10.5861,1.034,1,0.6267,0.0091,0.3641,0.6176,1.0,0.0,0.5,1,0.0,0.0,6.4615,0.0,0.0,1
MA,2021-Q3,2021-07-29,0.65,-4.3389,SUBE,0,11.4286,9.7166,0.76233154473199,0.8893,4.3184,1.9016,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0
MA,2021-Q4,2021-10-28,-0.06,0.7207,BAJA,0,8.2192,11.483550000000001,0.2829916683190026,-5.9002,-4.8263,2.3198,1,0.1957,0.0758,0.7285,0.1199,2.0,2.0,0.0,0,0.6868,0.1374,6.5917,0.0833,0.2747,1
MA,2022-Q1,2022-01-27,10.98,11.2801,SUBE,1,6.3348,9.8239,0.0015471418926817032,-4.4548,-4.3427,1.5346,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0
MA,2022-Q2,2022-04-26,1.97,3.9755,SUBE,1,27.7778,7.277000000000001,3.204166002092001,-0.6166,1.7398,1.9675,0,0.0825,0.0156,0.902,0.0669,0.0,0.0,0.0,0,0.6438,0.0,6.1463,0.0,0.0,1
MA,2022-Q3,2022-07-26,-0.27,2.265,BAJA,0,8.4746,17.0563,0.3211369304975646,3.9878,4.3079,1.422,1,0.8543,0.0076,0.1381,0.8467,1.0,0.0,0.5,1,0.318,0.0,6.4457,0.0,0.0,1
MA,2022-Q4,2022-10-27,3.12,-3.1938,SUBE,0,4.2802,18.1262,-0.3053176023206058,7.3045,10.2851,1.9075,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0
MA,2023-Q1,2023-01-26,-2.19,-0.6097,BAJA,0,2.7132,6.3774,-0.5393568577387997,3.6512,11.4699,1.5365,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0
